tweet_no,word,tag,ner
8869,the,DT,O
8869,beat,NN,O
8869,makes,VBZ,O
8869,me,PRP,O
8869,wanna,VB,O
8869,start,VB,O
8869,stripping,VBG,O
8869,_,NFP,O
8870, ,_SP,O
8870,CASSANDRA,NNP,O
8870,STEEN,NNP,O
8870,Gebt,NNP,B-TRACK
8870,alles,VBZ,L-TRACK
8870,Radio,NNP,O
8870,TEDDY,NNP,O
8870, ,_SP,O
8870,In,IN,O
8870,auf,NNP,O
8870,917,CD,O
8871,Down,IN,U-TRACK
8871, ,_SP,O
8871,Blink,NNP,O
8871,182,CD,O
8872, ,_SP,O
8872,Amy,NNP,O
8872,MacDonald,NNP,O
8872,Slow,NNP,B-TRACK
8872,It,PRP,I-TRACK
8872,Down,RP,L-TRACK
8873, ,_SP,O
8873,Alexander,NNP,O
8873,Knappe,NNP,O
8873,Weil,NNP,B-TRACK
8873,ich,NN,I-TRACK
8873,wieder,NN,I-TRACK
8873,zu,NN,I-TRACK
8873,Hause,NNP,I-TRACK
8873,bin,NNP,L-TRACK
8873,Radio,NNP,O
8873,TEDDY,NNP,O
8873, ,_SP,O
8873,Macht,NNP,O
8873,Spass,NNP,O
8873, ,_SP,O
8873,macht,NNP,O
8873,schlau,NNP,O
8874,TLC,NNP,O
8874, ,_SP,O
8874,Red,NNP,B-TRACK
8874,Light,NNP,I-TRACK
8874,Special,NNP,L-TRACK
8875,Outkast,JJ,O
8875, ,_SP,O
8875,Hey,NNP,B-TRACK
8875,Ya,NNP,L-TRACK
8876, ,_SP,O
8876,Juli,NNP,O
8876,November,NNP,U-TRACK
8876,Radio,NNP,O
8876,TEDDY,NNP,O
8876, ,_SP,O
8876,Macht,NNP,O
8876,Spass,NNP,O
8876, ,_SP,O
8876,macht,NNP,O
8876,schlau,NNP,O
8877,Rod,NNP,O
8877,Steward,NNP,O
8877,Tina,NNP,O
8877,Turner,NNP,O
8877,It,PRP,B-TRACK
8877,takes,VBZ,I-TRACK
8877,two,CD,L-TRACK
8878,T,NNP,O
8878,Pain,NNP,O
8878,Bartender,NNP,U-TRACK
8879,My,PRP$,B-TRACK
8879,First,NNP,I-TRACK
8879,Lover,NNP,L-TRACK
8879,Gillian,NNP,O
8879,Welch,NNP,O
8880,Rawlins,NNPS,O
8880,Cross,NNP,O
8880,Blues,NNPS,B-TRACK
8880,for,IN,I-TRACK
8880,You,PRP,L-TRACK
8881,Sweet,NNP,B-TRACK
8881,Sacrifice,NNP,L-TRACK
8881, ,_SP,O
8881,Evanescence,NNP,O
8882,Man,UH,B-TRACK
8882,I,PRP,I-TRACK
8882,feel,VBP,I-TRACK
8882,like,IN,I-TRACK
8882,a,DT,I-TRACK
8882,woman,NN,L-TRACK
8882, ,_SP,O
8882,Shania,NNP,O
8882,Twain,NNP,O
8883,she,PRP,B-TRACK
8883,will,MD,L-TRACK
8883, ,_SP,O
8883,lil,VB,O
8883,wayne,NN,O
8884,remember,VB,U-TRACK
8884,Disturbed,NNP,O
8885, ,_SP,O
8885,Breaking,VBG,O
8885,Benjamin,NNP,O
8885, ,_SP,O
8885,Diary,NNP,B-TRACK
8885,Of,IN,I-TRACK
8885,Jane,NN,L-TRACK
8886,nelly,RB,O
8886,furtado,NN,O
8886, ,_SP,O
8886,maneater,NN,U-TRACK
8887,Ed,NNP,O
8887,Sheeran,NNP,O
8887, ,_SP,O
8887,Drunk,NNP,U-TRACK
8888,REZA,NNP,O
8888, ,_SP,O
8888,TAKKAN,NNP,B-TRACK
8888,LAGI,VBN,L-TRACK
8889, ,_SP,O
8889,WIR,NNP,O
8889,3,CD,O
8889,Omi,NNP,B-TRACK
8889,ist,NN,I-TRACK
8889,der,NN,I-TRACK
8889,hit,VBD,L-TRACK
8889,Radio,NNP,O
8889,TEDDY,NNP,O
8889, ,_SP,O
8889,In,IN,O
8889,auf,NNP,O
8889,902,CD,O
8890,dream,NN,O
8890,theater,NN,O
8890, ,_SP,O
8890,regression,NN,U-TRACK
8891,Thinkerbell,NN,O
8891,hide,VB,U-TRACK
8892, ,_SP,O
8892,Mindless,NNP,O
8892,Behavior,NNP,O
8892,HELLO,VBD,U-TRACK
8893,Frankie,NNP,O
8893,Valli,NNP,O
8893,The,DT,O
8893,Four,NNP,O
8893,Seasons,NNPS,O
8893,Rag,NNP,B-TRACK
8893,Doll,NNP,L-TRACK
8894,I,PRP,B-TRACK
8894,need,VBP,I-TRACK
8894,a,DT,I-TRACK
8894,miracle,NN,L-TRACK
8894, ,_SP,O
8894,Third,NNP,O
8894,Day,NNP,O
8894,I,PRP,O
8894,so,RB,O
8894,need,VBP,O
8894,one,CD,O
8894,this,DT,O
8894,last,JJ,O
8894,academic,JJ,O
8894,year,NN,O
8895, ,_SP,O
8895,Frida,NNP,O
8895,Gold,NNP,O
8895,Zeig,NNP,B-TRACK
8895,mir,NNP,I-TRACK
8895,wie,NN,I-TRACK
8895,du,RB,I-TRACK
8895,tanzt,XX,L-TRACK
8895,Radio,NNP,O
8895,TEDDY,NNP,O
8895, ,_SP,O
8895,In,IN,O
8895,auf,NNP,O
8895,878,CD,O
8896,Something,NN,B-TRACK
8896,Special,NNP,L-TRACK
8896,by,IN,O
8896,Usher,JJ,O
8896,Be,NN,O
8896,on,IN,O
8896,the,DT,O
8896,look,NN,O
8896,out,RP,O
8896,for,IN,O
8896,the,DT,O
8896,video,NN,O
8896,I,PRP,O
8896,'ll,MD,O
8896,be,VB,O
8896,posting,VBG,O
8896,to,IN,O
8896,it,PRP,O
8896,in,IN,O
8896,the,DT,O
8896,next,JJ,O
8896,week,NN,O
8897, ,_SP,O
8897,All,DT,B-TRACK
8897,For,IN,I-TRACK
8897,Love,NNP,L-TRACK
8897, ,_SP,O
8897,Michael,NNP,O
8897,Bolton,NNP,O
8898,She,PRP,B-TRACK
8898,Will,MD,I-TRACK
8898,Be,VB,I-TRACK
8898,Loved,NNP,L-TRACK
8898, ,_SP,O
8898,Maroon,NNP,O
8898,5,CD,O
8899,Death,NN,B-TRACK
8899,Around,IN,I-TRACK
8899,The,DT,I-TRACK
8899,Corner,NNP,L-TRACK
8899,2Pac,NNP,O
8899,Tupac,NNP,O
8899,of,IN,O
8899,HipHop,NNP,O
8900,Blur,NNP,O
8900,Country,NNP,B-TRACK
8900,House,NNP,L-TRACK
8901,Pirata,NNP,U-TRACK
8901, ,_SP,O
8901,PEREZA,NNP,O
8902,Shot,VB,B-TRACK
8902,For,IN,I-TRACK
8902,Me,NNP,L-TRACK
8902, ,_SP,O
8902,Drake,NNP,O
8903,Minha,NNPS,B-TRACK
8903,Paz,NNP,L-TRACK
8903, ,_SP,O
8903,Glria,NNP,O
8903,D,NNP,O
8904,brian,NNP,O
8904,mcfadden,NNP,O
8904, ,_SP,O
8904,like,IN,B-TRACK
8904,only,RB,I-TRACK
8904,a,DT,I-TRACK
8904,woman,NN,I-TRACK
8904,can,MD,L-TRACK
8905,Congorock,NNP,O
8905, ,_SP,O
8905,Babylon,NNP,U-TRACK
8906,Franz,NNP,O
8906,Ferdinand,NNP,O
8906,Take,VB,B-TRACK
8906,Me,PRP,I-TRACK
8906,Out,RP,L-TRACK
8907,Skip,VB,O
8907,the,DT,O
8907,use,NN,O
8907, ,_SP,O
8907,Ghost,NN,U-TRACK
8908,Trey,NNP,O
8908,Songz,NNP,O
8908, ,_SP,O
8908,Sex,NNP,B-TRACK
8908,Ai,NNP,I-TRACK
8908,n't,RB,I-TRACK
8908,Better,JJR,I-TRACK
8908,Than,IN,I-TRACK
8908,Love,NNP,L-TRACK
8908,every,DT,O
8908,girl,NN,O
8908,I,PRP,O
8908,gave,VBD,O
8908,my,PRP$,O
8908,loving,NN,O
8908,to,TO,O
8908,was,VBD,O
8908,only,RB,O
8908,your,PRP$,O
8908,substitute,NN,O
8909, ,_SP,O
8909,David,NNP,O
8909,Guetta,NNP,O
8909,feat,NN,O
8909,Sia,NNP,O
8909,Titanium,NNP,U-TRACK
8909,BB,NNP,O
8909,RADIO,NNP,O
8910,Hearts,NNS,B-TRACK
8910,Burst,NNP,I-TRACK
8910,Into,IN,I-TRACK
8910,Fire,NNP,L-TRACK
8910, ,_SP,O
8910,Bullet,NN,O
8910,For,IN,O
8910,My,PRP$,O
8910,Valentine,NNP,O
8910,2008,CD,O
8911, ,_SP,O
8911,The,DT,O
8911,Bosshoss,NNP,O
8911,Do,VBP,B-TRACK
8911,n't,RB,I-TRACK
8911,Gimme,NNP,I-TRACK
8911,That,DT,L-TRACK
8912, ,_SP,O
8912,Anjo,NNP,B-TRACK
8912,da,NNP,I-TRACK
8912,guarda,VBD,L-TRACK
8912,Tribalistas,NNP,O
8912,BemNova,NNP,O
8913, ,_SP,O
8913,Cassandra,NNP,O
8913,Steen,NNP,O
8913,feat,NN,O
8913,Adel,NNP,O
8913,Tawil,NNP,O
8913,Stadt,NNP,U-TRACK
8913,Radio,NNP,O
8913,TEDDY,NNP,O
8913, ,_SP,O
8913,In,IN,O
8913,auf,NNP,O
8913,917,CD,O
8914, ,_SP,O
8914,David,NNP,O
8914,Guetta,NNP,O
8914,ft,NNP,O
8914,Usher,NNP,O
8914, ,_SP,O
8914,Without,IN,B-TRACK
8914,you,PRP,L-TRACK
8915,Norah,NNP,O
8915,Jones,NNP,O
8915, ,_SP,O
8915,Do,VBP,B-TRACK
8915,n't,RB,I-TRACK
8915,know,VB,I-TRACK
8915,Why,WRB,L-TRACK
8916,Man,VB,B-TRACK
8916,Down,RB,L-TRACK
8916, ,_SP,O
8916,Rihanna,NNP,O
8917, ,_SP,O
8917,Fun,NN,O
8917,feat,NN,O
8917,Janelle,NNP,O
8917,Monae,NNP,O
8917,We,PRP,B-TRACK
8917,Are,VBP,I-TRACK
8917,Young,NNP,L-TRACK
8917,BB,NNP,O
8917,RADIO,NNP,O
8917, ,_SP,O
8917,xoxoxoxoxoxoxoxoxoxoxox,NNP,O
8918,Eurythmics,NNP,O
8918,I,PRP,B-TRACK
8918,Need,VBP,I-TRACK
8918,A,DT,I-TRACK
8918,Man,NN,L-TRACK
8919,Kapan2,NNP,O
8919,Ayo,NNP,O
8919,dah,NNP,O
8919,kpn,NNP,O
8919,bisanya,NNP,O
8919,RT,NNP,O
8919,Pengen,NNP,O
8919,karokean,JJ,O
8919,lagu,NNP,O
8919,ini,NNP,O
8919,ah,UH,O
8919,Franz,NNP,O
8919,Ferdinand,NNP,O
8919, ,_SP,O
8919,Do,VBP,B-TRACK
8919,You,PRP,I-TRACK
8919,Want,VB,I-TRACK
8919,To,TO,L-TRACK
8920,Wide,NNP,B-TRACK
8920,Awake,NNP,L-TRACK
8920,Katy,NNP,O
8920,Perry,NNP,O
8921,Que,NNP,B-TRACK
8921,Se,NNP,I-TRACK
8921,Mueran,NNP,L-TRACK
8921,Romeo,NNP,O
8921,Santos,NNP,O
8922,',``,O
8922,Chase,VB,B-TRACK
8922,the,DT,I-TRACK
8922,Devil,NNP,L-TRACK
8922,',POS,O
8922,Max,NNP,O
8922,Romeo,NNP,O
8923, ,_SP,O
8923,Deichkind,NNP,O
8923,Der,NNP,B-TRACK
8923,Mond,NNP,L-TRACK
8923,Radio,NNP,O
8923,TEDDY,NNP,O
8923, ,_SP,O
8923,In,IN,O
8923,auf,NNP,O
8923,902,CD,O
8924,The,DT,O
8924,Cars,NNPS,O
8924,Drive,NNP,U-TRACK
8925, ,_SP,O
8925,Marcelo,NNP,O
8925,D2,NNP,O
8925,Falador,NNP,U-TRACK
8926,Husky,NNP,O
8926,Rescue,NNP,O
8926, ,_SP,O
8926,The,DT,B-TRACK
8926,Good,NNP,I-TRACK
8926,Man,NNP,L-TRACK
8926,on,IN,O
8927,Bullets,NNS,U-TRACK
8927,by,IN,O
8927,Creed,NNP,O
8928,Trey,NNP,O
8928,Songz,NNP,O
8928, ,_SP,O
8928,Heart,NNP,B-TRACK
8928,Attack,NNP,L-TRACK
8929,AutoKratz,NNP,O
8929,Kick,NNP,U-TRACK
8930,Before,IN,B-TRACK
8930,I,PRP,I-TRACK
8930,Forget,VBP,L-TRACK
8930, ,_SP,O
8930,Slipknot,RB,O
8931,Stillborn,NNP,U-TRACK
8931,Black,NNP,O
8931,Label,NNP,O
8931,Society,NNP,O
8932,Layin,NNP,O
8932,here,RB,O
8932,thinkin,NN,O
8932,bout,VBP,O
8932,you,PRP,O
8932,My,PRP$,O
8932,First,JJ,O
8932,LoveAvant,NNP,O
8933, ,_SP,O
8933,Incubus,NNP,O
8933, ,_SP,O
8933,Jose,NNP,O
8933,Loves,VBZ,O
8933,Kate,NNP,O
8933,Moss,NNP,O
8933,Part,NNP,O
8933,1,CD,O
8933,awww,NN,O
8933,thanks,NNS,O
8933,RTing,NNP,O
8934,School,NN,O
8934,Of,IN,O
8934,Seven,NNP,O
8934,Bells,NNPS,O
8934,Lafaye,NNP,U-TRACK
8935, ,_SP,O
8935,NENA,NNP,O
8935,Freunde,NNP,U-TRACK
8935,Radio,NNP,O
8935,TEDDY,NNP,O
8935, ,_SP,O
8935,Macht,NNP,O
8935,Spass,NNP,O
8935, ,_SP,O
8935,macht,NNP,O
8935,schlau,NNP,O
8936, ,_SP,O
8936,Frida,NNP,O
8936,Gold,NNP,O
8936,Wovon,NNP,O
8936,sollen,NN,O
8936,wir,NNP,O
8936,trumen,NNS,O
8936,plays,VBZ,O
8936,the,DT,O
8937, ,_SP,O
8937,Juli,NNP,O
8937,Zerrissen,NNP,U-TRACK
8937,plays,VBZ,O
8937,the,DT,O
8938,goodbye,UH,B-TRACK
8938,kiss,VB,L-TRACK
8938, ,_SP,O
8938,kasabian,NNP,O
8939,Duality,NN,U-TRACK
8939, ,_SP,O
8939,Slipknot,NNP,O
8940, ,_SP,O
8940,FRIDA,NNP,O
8940,GOLD,NNP,O
8940,Wovon,NNP,O
8940,sollen,NN,O
8940,wir,NN,O
8940,trumen,NNS,O
8940,Radio,NNP,O
8940,TEDDY,NNP,O
8940, ,_SP,O
8940,In,IN,O
8940,auf,NNP,O
8940,917,CD,O
8941,One,CD,O
8941,Direction,NN,O
8941, ,_SP,O
8941,Up,RP,B-TRACK
8941,All,DT,I-TRACK
8941,Night,NN,L-TRACK
8942,U2,VB,O
8942,Mysterious,NNP,B-TRACK
8942,Ways,NNPS,L-TRACK
8943,Green,NNP,O
8943,Day,NNP,O
8943, ,_SP,O
8943,Holiday,NN,U-TRACK
8944, ,_SP,O
8944,THE,DT,O
8944,BLACK,NNP,O
8944,PONY,NNP,O
8944,Blood,NN,B-TRACK
8944,from,IN,I-TRACK
8944,a,DT,I-TRACK
8944,stone,NN,L-TRACK
8944,Radio,NNP,O
8944,TEDDY,NNP,O
8945,Van,NNP,O
8945,Morrison,NNP,O
8945,Sweet,NNP,B-TRACK
8945,Thing,NNP,L-TRACK
8946,Radiohead,NN,O
8946, ,_SP,O
8946,Karma,NNP,B-TRACK
8946,Police,NNP,L-TRACK
8947,Lollipop,NNP,U-TRACK
8947, ,_SP,O
8947,Framing,NNP,O
8947,Hanley,NNP,O
8947,This,DT,O
8947,song,NN,O
8947,will,MD,O
8947,never,RB,O
8947,get,VB,O
8947,old,JJ,O
8948,Duman,NNP,O
8948,Sevdim,NNP,B-TRACK
8948,Desem,NNP,L-TRACK
8949, ,_SP,O
8949,Miami,NNP,O
8949,Sound,NNP,O
8949,Machine,NNP,O
8949,Conga,NNP,U-TRACK
8949,Edit,NNP,O
8949,1,CD,O
8949,BB,NN,O
8949,RADIO,NNP,O
8949, ,_SP,O
8949,In,IN,O
8949,auf,NNP,O
8949,954,CD,O
8950,Sweet,NNP,O
8950,Lights,NNPS,O
8950,Red,NNP,B-TRACK
8950,Lights,NNP,L-TRACK
8951,via,IN,O
8951,pra,NNP,O
8951,kct,NNP,O
8951,mas,NNP,O
8951,boa,NNP,O
8951,Please,UH,B-TRACK
8951,Do,VBP,I-TRACK
8951,n't,RB,I-TRACK
8951,Stop,VB,I-TRACK
8951,the,DT,I-TRACK
8951,Music,NNP,L-TRACK
8952,amazing,JJ,U-TRACK
8952, ,_SP,O
8952,matt,NNP,O
8952,cardle,NN,O
8953,Miguel,NNP,O
8953, ,_SP,O
8953,Adorn,NNP,U-TRACK
8954, ,_SP,O
8954,Juli,NNP,O
8954,Regen,NNP,B-TRACK
8954,und,JJ,I-TRACK
8954,Meer,NNP,L-TRACK
8954,BB,NNP,O
8954,RADIO,NNP,O
8954, ,_SP,O
8954,Voll,NNP,O
8954,die,VBP,O
8954,Vielfalt,NNP,O
8955,Swedish,NNP,O
8955,House,NNP,O
8955,Mafia,NNP,O
8955,Save,NNP,B-TRACK
8955,The,DT,I-TRACK
8955,World,NN,L-TRACK
8956,Shut,VB,B-TRACK
8956,Up,RP,L-TRACK
8956, ,_SP,O
8956,Blink,NNP,O
8956,182,CD,O
8957,Joan,NNP,O
8957,Baez,NNP,O
8957,The,DT,B-TRACK
8957,Night,NNP,I-TRACK
8957,They,PRP,I-TRACK
8957,Drove,VBD,I-TRACK
8957,Old,NNP,I-TRACK
8957,Dixie,NNP,I-TRACK
8957,Down,RB,L-TRACK
8958,BIGBANG,NN,O
8958, ,_SP,O
8958,BLUE,NNS,U-TRACK
8959,Shot,VB,B-TRACK
8959,for,IN,I-TRACK
8959,Me,NNP,L-TRACK
8959,Drake,NNP,O
8960,Nadia,NNP,O
8960,Ali,NNP,O
8960,Avicii,NNP,O
8960,Rapture,NNP,U-TRACK
8961,The,DT,O
8961,Blackout,NNP,O
8961, ,_SP,O
8961,Children,NNP,B-TRACK
8961,of,IN,I-TRACK
8961,the,DT,I-TRACK
8961,Night,NNP,L-TRACK
8961,I,PRP,O
8961,kinda,RB,O
8961,like,VBP,O
8961,them,PRP,O
8962,Queen,NNP,O
8962,Somebody,NN,B-TRACK
8962,To,TO,I-TRACK
8962,Love,VB,L-TRACK
8963, ,_SP,O
8963,Glasperlenspiel,NNP,O
8963,Ich,NNP,B-TRACK
8963,bin,NNP,I-TRACK
8963,ich,NNP,L-TRACK
8963,Akustik,NNP,O
8963,Version,NNP,O
8963,Radio,NNP,O
8963,TEDDY,NNP,O
8963, ,_SP,O
8963,Makes,VBZ,O
8963,fun,NN,O
8963, ,_SP,O
8963,makes,VBZ,O
8963,clever,JJ,O
8964,Gossip,NNP,O
8964,Move,NNP,B-TRACK
8964,In,IN,I-TRACK
8964,The,DT,I-TRACK
8964,Right,NNP,I-TRACK
8964,Direction,NNP,L-TRACK
8965, ,_SP,O
8965,Aloe,NNP,O
8965,Blacc,NNP,O
8965,I,PRP,B-TRACK
8965,Need,VBP,I-TRACK
8965,A,DT,I-TRACK
8965,Dollar,NNP,L-TRACK
8965,Radio,NNP,O
8965,TEDDY,NNP,O
8965, ,_SP,O
8965,Makes,VBZ,O
8965,fun,NN,O
8965, ,_SP,O
8965,makes,VBZ,O
8965,clever,JJ,O
8966,Seventh,NNP,O
8966,Wave,NNP,O
8966,Fail,NNP,B-TRACK
8966,To,TO,I-TRACK
8966,See,VB,L-TRACK
8967, ,_SP,O
8967,Of,IN,O
8967,Monsters,NNPS,O
8967,And,CC,O
8967,Men,NNP,O
8967,Little,NNP,B-TRACK
8967,Talks,NNPS,L-TRACK
8968, ,_SP,O
8968,Adele,NNP,O
8968,Set,NNP,B-TRACK
8968,Fire,NNP,I-TRACK
8968,To,IN,I-TRACK
8968,The,DT,I-TRACK
8968,Rain,NNP,L-TRACK
8968,BB,NNP,O
8968,RADIO,NNP,O
8968, ,_SP,O
8968,In,IN,O
8968,auf,NNP,O
8968,1075,CD,O
8969,Lonely,JJ,B-TRACK
8969,Boy,NNP,L-TRACK
8969,by,IN,O
8969,The,DT,O
8969,Black,NNP,O
8969,Keys,NNPS,O
8969,on,IN,O
8970,Katy,NNP,O
8970,Perry,NNP,O
8970,Part,NNP,B-TRACK
8970,Of,IN,I-TRACK
8970,Me,PRP,L-TRACK
8971,believe,VB,U-TRACK
8971, ,_SP,O
8971,the,DT,O
8971,red,NNP,O
8971,jumpsuit,NNP,O
8971,apparatus,NN,O
8972,U,NNS,B-TRACK
8972,got,VBD,I-TRACK
8972,it,PRP,I-TRACK
8972,bad,JJ,L-TRACK
8972, ,_SP,O
8972,Usher,JJ,O
8972,best,JJS,O
8972,song,NN,O
8972,everrrrrrrrrr,NN,O
8973,One,CD,O
8973,Direction,NN,O
8973, ,_SP,O
8973,Live,RB,B-TRACK
8973,While,IN,I-TRACK
8973,We,PRP,I-TRACK
8973,'re,VBP,I-TRACK
8973,Young,JJ,L-TRACK
8973,lirik,NNS,O
8974,Delerium,NNP,O
8974,Sarah,NNP,O
8974,McLachlan,NNP,O
8974,Silence,NN,U-TRACK
8975,Glee,NNP,O
8975,Cast,NNP,O
8975, ,_SP,O
8975,Let,VB,B-TRACK
8975,It,PRP,I-TRACK
8975,Snow,VB,L-TRACK
8976,Supergrass,NN,O
8976,Pumping,VBG,B-TRACK
8976,On,IN,I-TRACK
8976,Your,PRP$,I-TRACK
8976,Stereo,NN,L-TRACK
8977,Crew,NNP,B-TRACK
8977,Love,NNP,L-TRACK
8977,Drake,NNP,O
8977,Ft,NNP,O
8977,The,DT,O
8977,Weeknd,NNP,O
8978, ,_SP,O
8978,Sean,NNP,O
8978,Paul,NNP,O
8978,She,PRP,B-TRACK
8978,Does,VBZ,I-TRACK
8978,n't,RB,I-TRACK
8978,Mind,VB,L-TRACK
8978,Radio,NNP,O
8978,TEDDY,NNP,O
8978, ,_SP,O
8978,In,IN,O
8978,auf,NNP,O
8978,1029,CD,O
8979,Feeling,VBG,B-TRACK
8979,Good,JJ,L-TRACK
8979, ,_SP,O
8979,Michael,NNP,O
8979,Bubl,NNP,O
8980,Falling,VBG,O
8980,in,IN,O
8980,Reverse,NNP,O
8980, ,_SP,O
8980,Sink,NNP,B-TRACK
8980,Or,CC,I-TRACK
8980,Swim,VB,L-TRACK
8981,hiks,NNP,O
8981,Padi,NNP,O
8981, ,_SP,O
8981,Kasih,NNP,B-TRACK
8981,Tak,NNP,I-TRACK
8981,Sampai,NNP,L-TRACK
8981,l,NN,O
8981,Yang,NNP,O
8981,pernah,NNP,O
8981,merasakan,NNP,O
8981,hal,NNP,O
8981,yang,NNP,O
8981,sama,NNP,O
8981,seperti,NNP,O
8981,judul,NNP,O
8981,lagu,NNP,O
8981,ini,NNP,O
8981,boleh,NNP,O
8981,RT,NNP,O
8981,lho,NNP,O
8981,ehh,NNP,O
8982,Mase,NNP,O
8982,What,WP,B-TRACK
8982,You,PRP,I-TRACK
8982,Want,VBP,L-TRACK
8983, ,_SP,O
8983,Martin,NNP,O
8983,Solveig,NNP,O
8983,&,CC,O
8983,Dragonette,NNP,O
8983,Hello,NNP,U-TRACK
8983,BB,NNP,O
8983,RADIO,NNP,O
8983, ,_SP,O
8983,In,IN,O
8983,auf,NNP,O
8983,1075,CD,O
8984, ,_SP,O
8984,David,NNP,O
8984,Guetta,NNP,O
8984,feat,NN,O
8984,Sia,NNP,O
8984,Titanium,NNP,U-TRACK
8985,Led,VBN,O
8985,Zeppelin,NNP,O
8985,Rock,NNP,B-TRACK
8985,And,CC,I-TRACK
8985,Roll,NNP,L-TRACK
8986, ,_SP,O
8986,Paramore,NNP,O
8986, ,_SP,O
8986,Decoy,NNP,U-TRACK
8987, ,_SP,O
8987,Train,NNP,O
8987,Drive,NNP,B-TRACK
8987,By,IN,L-TRACK
8987,Radio,NNP,O
8987,TEDDY,NNP,O
8987, ,_SP,O
8987,In,IN,O
8987,auf,NNP,O
8987,917,CD,O
8988,Pixies,NNP,O
8988,Monkey,NNP,B-TRACK
8988,Gone,VBN,I-TRACK
8988,To,IN,I-TRACK
8988,Heaven,NNP,L-TRACK
8989,The,DT,O
8989,Strokes,NNPS,O
8989, ,_SP,O
8989,Someday,RB,U-TRACK
8990,Toto,NNP,O
8990, ,_SP,O
8990,Africa,NNP,U-TRACK
8990,on,IN,O
8991,Miss,NNP,B-TRACK
8991,Murder,NN,L-TRACK
8991,by,IN,O
8991,AFI,NNP,O
8992, ,_SP,O
8992,Michael,NNP,O
8992,Jackson,NNP,O
8992,Black,NNP,B-TRACK
8992,Or,CC,I-TRACK
8992,White,NNP,L-TRACK
8992,BB,NNP,O
8992,RADIO,NNP,O
8992, ,_SP,O
8992,In,IN,O
8992,auf,NNP,O
8992,1072,CD,O
8993,Skrillex,NNP,O
8993, ,_SP,O
8993,Bangarang,NNP,U-TRACK
8994,The,DT,O
8994,Cast,NNP,O
8994,Of,IN,O
8994,Cheers,NNP,O
8994,Family,NNP,U-TRACK
8995,The,DT,B-TRACK
8995,Reason,NNP,L-TRACK
8995, ,_SP,O
8995,Hoobastank,NNP,O
8996,Asking,VBG,O
8996,Alexandria,NNP,O
8996, ,_SP,O
8996,A,DT,B-TRACK
8996,Single,NNP,I-TRACK
8996,Moment,NNP,I-TRACK
8996,Of,IN,I-TRACK
8996,Sincerity,NN,L-TRACK
8997, ,_SP,O
8997,Jupiter,NNP,O
8997,Jones,NNP,O
8997,Still,NNP,U-TRACK
8997,Radio,NNP,O
8997,TEDDY,NNP,O
8997, ,_SP,O
8997,In,IN,O
8997,auf,NNP,O
8997,902,CD,O
8998, ,_SP,O
8998,Stromae,NNP,O
8998,Alors,NNP,B-TRACK
8998,On,IN,I-TRACK
8998,Danse,NNP,L-TRACK
8998,BB,NNP,O
8998,RADIO,NNP,O
8999,With,IN,B-TRACK
8999,A,DT,I-TRACK
8999,Woman,NNP,L-TRACK
8999,by,IN,O
8999,The,DT,O
8999,Darkness,NNP,O
8999,on,IN,O
8999, ,_SP,O
8999,This,DT,O
8999,song,NN,O
8999,Wow,UH,O
8999,smashing,VBG,O
8999,lads,NNS,O
8999,Get,VB,O
8999,on,IN,O
8999,this,DT,O
9000,Lucy,NNP,B-TRACK
9000,in,IN,I-TRACK
9000,the,DT,I-TRACK
9000,Sky,NNP,I-TRACK
9000,With,IN,I-TRACK
9000,Diamonds,NNS,L-TRACK
9000,The,DT,O
9000,Beatles,NNS,O
9001,Kid,NNP,O
9001,Rock,NNP,O
9001,Martina,NNP,O
9001,McBride,NNP,O
9001,TI,NNP,O
9001,Care,NNP,U-TRACK
9002, ,_SP,O
9002,I,PRP,O
9002,Laaabbb,NNP,O
9002,that,DT,O
9002,song,NN,O
9002,RT,NNP,O
9002,sugar,NN,U-TRACK
9002, ,_SP,O
9002,flo,NNP,O
9002,rida,NN,O
9003, ,_SP,O
9003,Frida,NNP,O
9003,Gold,NNP,O
9003,Zeig,NNP,B-TRACK
9003,mir,NNP,I-TRACK
9003,wie,NN,I-TRACK
9003,du,UH,I-TRACK
9003,tanzt,IN,L-TRACK
9003,BB,NNP,O
9003,RADIO,NNP,O
9003, ,_SP,O
9003,Voll,NNP,O
9003,die,VBP,O
9003,Vielfalt,NNP,O
9004, ,_SP,O
9004,Loreen,NNP,O
9004,Euphoria,NNP,U-TRACK
9004,BB,NN,O
9004,RADIO,NNP,O
9004, ,_SP,O
9004,In,IN,O
9004,auf,NNP,O
9004,1021,CD,O
9005,drake,NN,O
9005, ,_SP,O
9005,doing,VBG,B-TRACK
9005,it,PRP,I-TRACK
9005,wrong,JJ,L-TRACK
9006,Maroon,NNP,O
9006,5,CD,O
9006,Payphone,NN,U-TRACK
9007,My,PRP$,B-TRACK
9007,Own,JJ,I-TRACK
9007,Summer,NNP,L-TRACK
9007, ,_SP,O
9007,Deftones,NNP,O
9007,Massssive,NNP,O
9008,As,IN,B-TRACK
9008,We,PRP,I-TRACK
9008,Enter,VBP,L-TRACK
9008, ,_SP,O
9008,Damian,NNP,O
9008,Marley,NNP,O
9008,&,CC,O
9008,Nas,NNP,O
9009,Best,JJS,B-TRACK
9009,thing,NN,I-TRACK
9009,i,PRP,I-TRACK
9009,never,RB,I-TRACK
9009,had,VBD,L-TRACK
9009,Beyonce,NN,O
9010,Young,JJ,O
