tweet_no,word,tag,ner
4008,Me,PRP,O
4009,JLS,NNP,U-ARTIST
4009,Take,VB,O
4009,A,DT,O
4009,Chance,NNP,O
4009,On,IN,O
4009,Me,PRP,O
4010,Adele,NNP,U-ARTIST
4010,Turning,NNP,O
4010,Tables,NNP,O
4011,No,DT,O
4011,Surprises,NNPS,O
4011, ,_SP,O
4011,Radiohead,NN,U-ARTIST
4012, ,_SP,O
4012,Velile,NNP,U-ARTIST
4012,feat,NN,O
4012,Safri,NNP,O
4012,Duo,NNP,O
4012,Helele,NNP,O
4012,BB,NNP,O
4012,RADIO,NNP,O
4012, ,_SP,O
4012,In,IN,O
4012,auf,NNP,O
4012,1037,CD,O
4013, ,_SP,O
4013,if,IN,O
4013,i,PRP,O
4013,were,VBD,O
4013,a,DT,O
4013,boy,NN,O
4013, ,_SP,O
4013,beyonce,NN,U-ARTIST
4014,Gojira,NNP,U-ARTIST
4014, ,_SP,O
4014,Explosia,NNP,O
4015,Chasing,VBG,O
4015,the,DT,O
4015,sun,NN,O
4015, ,_SP,O
4015,The,DT,B-ARTIST
4015,Wanted,VBN,L-ARTIST
4016,He,PRP,O
4016,Wo,MD,O
4016,n't,RB,O
4016,Go,VB,O
4016,by,IN,O
4016,Adele,NNP,U-ARTIST
4016,on,IN,O
4017,Meek,NNP,B-ARTIST
4017,Mill,NNP,L-ARTIST
4017, ,_SP,O
4017,Young,NNP,O
4017,Kings,NNS,O
4018,chris,NNP,B-ARTIST
4018,brown,NNP,L-ARTIST
4018, ,_SP,O
4018,turn,VB,O
4018,up,RP,O
4018,the,DT,O
4018,music,NN,O
4019,Eminem,NNP,U-ARTIST
4019, ,_SP,O
4019,big,JJ,O
4019,weenie,NNP,O
4020,Inna,NNP,U-ARTIST
4020,10,CD,O
4020,Minutes,NNPS,O
4021,Hysteria,NNP,O
4021, ,_SP,O
4021,Muse,NNP,U-ARTIST
4022,Labrinth,NNP,U-ARTIST
4022,Earthquake,NNP,O
4022,1Xtra,NN,O
4022,Live,RB,O
4022,at,IN,O
4022,Manchester,NNP,O
4022,2011,CD,O
4023, ,_SP,O
4023,Gwen,NNP,B-ARTIST
4023,Stefani,NNP,L-ARTIST
4023,Cool,NNP,O
4023,BB,NNP,O
4023,RADIO,NNP,O
4023, ,_SP,O
4023,In,IN,O
4023,auf,NNP,O
4023,954,CD,O
4024,The,DT,O
4024,Allman,NNP,B-ARTIST
4024,Brothers,NNPS,I-ARTIST
4024,Band,NNP,L-ARTIST
4024,Crazy,NNP,O
4024,Love,NNP,O
4025,Sipping,VBG,O
4025,on,IN,O
4025,Pink,NNP,O
4025,Floyd,NNP,O
4025,&,CC,O
4025,puffing,VBG,O
4025,Wayne,NNP,O
4025,Brady,NNP,O
4025,Uptown,NNP,O
4025,By,IN,O
4025,Drake,NNP,U-ARTIST
4026, ,_SP,O
4026,Tim,NNP,B-ARTIST
4026,Bendzko,NNP,L-ARTIST
4026,Sag,NNP,O
4026,einfach,NN,O
4026,ja,NNP,O
4026,Radio,NNP,O
4026,TEDDY,NNP,O
4026, ,_SP,O
4026,In,IN,O
4026,auf,NNP,O
4026,917,CD,O
4027,When,WRB,O
4027,it,PRP,O
4027,rains,VBZ,O
4027,Live,RB,O
4027, ,_SP,O
4028, ,_SP,O
4028,Feel,VB,O
4028,So,RB,O
4028,Close,JJ,O
4028, ,_SP,O
4028,Calvin,NNP,B-ARTIST
4028,Harris,NNP,L-ARTIST
4028,cover,VBP,O
4028,Megan,NNP,O
4028,Nicole,NNP,O
4029, ,_SP,O
4029,Michael,NNP,B-ARTIST
4029,Bolton,NNP,L-ARTIST
4029,When,WRB,O
4029,A,DT,O
4029,Man,NN,O
4029,Loves,VBZ,O
4029,A,DT,O
4029,Woman,NN,O
4030,Hot,NNP,B-ARTIST
4030,Chocolate,NNP,L-ARTIST
4030,Every,DT,O
4030,1,CD,O
4030,'s,POS,O
4030,A,DT,O
4030,Winner,NN,O
4031,When,WRB,O
4031,A,DT,O
4031,Heart,NNP,O
4031,Breaks,NNPS,O
4031, ,_SP,O
4031,Ben,NNP,B-ARTIST
4031,Rector,NNP,L-ARTIST
4032, ,_SP,O
4032,Michael,NNP,O
4032,Jackson,NNP,O
4032,Will,MD,O
4032,You,PRP,O
4032,Be,VB,O
4032,There,RB,O
4033,love,VB,O
4033,me,PRP,O
4033,like,IN,O
4033,you,PRP,O
4033,do,VBP,O
4033,justin,NNP,B-ARTIST
4033,bieber,NNP,L-ARTIST
4034,JD,NNP,B-ARTIST
4034,McPherson,NNP,L-ARTIST
4034,North,NNP,O
4034,Side,NNP,O
4034,Gal,NNP,O
4035,Cachorro,NNP,B-ARTIST
4035,Grande,NNP,L-ARTIST
4035, ,_SP,O
4035,Sinceramente,NNP,O
4036,Blood,NN,O
4036,for,IN,O
4036,Poppies,NNPS,O
4036, ,_SP,O
4036,Garbage,NN,U-ARTIST
4037,Black,NNP,O
4037,Hole,NNP,O
4037,Sun,NNP,O
4037,by,IN,O
4037,Soundgarden,NNP,U-ARTIST
4038,Dive,VB,O
4038,In,IN,O
4038, ,_SP,O
4038,Trey,NNP,B-ARTIST
4038,Songz,NNP,L-ARTIST
4038,33,CD,O
4039, ,_SP,O
4039,Lil,NNP,B-ARTIST
4039,Wayne,NNP,L-ARTIST
4039, ,_SP,O
4039,blunt,NN,O
4039,blowin,NN,O
4039,my,PRP$,O
4039,shit,NN,O
4040,21,CD,O
4040,Guns,NNS,O
4040,by,IN,O
4040,Green,NNP,B-ARTIST
4040,Day,NNP,L-ARTIST
4040,on,IN,O
4040,21st,JJ,O
4040,century,NN,O
4040,breakdown,NN,O
4041,Django,NNP,B-ARTIST
4041,Django,NNP,L-ARTIST
4041,Hail,NNP,O
4041,Bop,NNP,O
4042, ,_SP,O
4042,Spending,VBG,O
4042,My,PRP$,O
4042,Time,NN,O
4042,by,IN,O
4042,Roxette,NNP,U-ARTIST
4042,from,IN,O
4043,Plan,NN,B-ARTIST
4043,B,NNP,L-ARTIST
4043,iLL,-RRB-,O
4043,Manors,NNS,O
4044,Shania,NNP,B-ARTIST
4044,Twain,NNP,L-ARTIST
4044,Man,NNP,O
4044,I,PRP,O
4044,Feel,VBP,O
4044,Like,IN,O
4044,A,DT,O
4044,Woman,NN,O
4045, ,_SP,O
4045,ROSENSTOLZ,NNP,U-ARTIST
4045,Auch,NNP,O
4045,i,PRP,O
4045,m,VBP,O
4045,regen,NNP,O
4045,Radio,NNP,O
4045,TEDDY,NNP,O
4045, ,_SP,O
4045,Macht,NNP,O
4045,Spass,NNP,O
4045, ,_SP,O
4045,macht,NNP,O
4045,schlau,NNP,O
4046, ,_SP,O
4046,Inna,NNP,U-ARTIST
4046,Sun,NNP,O
4046,Is,VBZ,O
4046,Up,RP,O
4046,BB,NN,O
4046,RADIO,NNP,O
4046, ,_SP,O
4046,In,IN,O
4046,auf,NNP,O
4046,954,CD,O
4047,Nelly,RB,U-ARTIST
4047, ,_SP,O
4047,Dilemma,NNP,O
4048,Do,VBP,O
4048,n't,RB,O
4048,tell,VB,O
4048,em,PRP,O
4048,I,PRP,O
4048,'ve,VBP,O
4048,gone,VBN,O
4048,crazy,JJ,O
4048,the,DT,O
4048,truth,NN,O
4048,Jason,NNP,B-ARTIST
4048,Aldean,NNP,L-ARTIST
4049, ,_SP,O
4049,Chris,NNP,B-ARTIST
4049,Brown,NNP,L-ARTIST
4049,Yeah,UH,O
4049,3x,NN,O
4049,Radio,NNP,O
4049,TEDDY,NNP,O
4049, ,_SP,O
4049,In,IN,O
4049,auf,NNP,O
4049,1029,CD,O
4050,Stevie,NNP,O
4050,Wonder,NNP,O
4050,I,PRP,O
4050,Wish,VBP,O
4051,Groove,NNP,B-ARTIST
4051,Armada,NNP,L-ARTIST
4051,I,PRP,O
4051,See,VBP,O
4051,You,PRP,O
4051,Baby,NNP,O
4052, ,_SP,O
4052,Nelly,NNP,B-ARTIST
4052,Furtado,NNP,L-ARTIST
4052,Try,VB,O
4053,BAD,NNP,O
4053,DAY,NNP,O
4053, ,_SP,O
4053,DANIEL,NNP,B-ARTIST
4053,POWTER,VBP,L-ARTIST
4054,Six,CD,O
4054,degrees,NNS,O
4054,of,IN,O
4054,separation,NN,O
4054,The,DT,B-ARTIST
4054,script,NN,L-ARTIST
4055, ,_SP,O
4055,Attack,NNP,O
4055,Attack,NNP,U-ARTIST
4055, ,_SP,O
4055,Smokahontas,NNPS,O
4055,Nge,NNP,O
4055,ala,NNP,O
4055,kambing,NN,O
4055,di,NNP,O
4055,gorok,NN,O
4055,sambil,NNP,O
4055,Takbiran,NNP,O
4055,bareng,NNP,O
4056, ,_SP,O
4056,Why,WRB,O
4056,Do,VBP,O
4056,n't,RB,O
4056,You,PRP,O
4056,Love,VB,O
4056,Me,PRP,O
4057,One,CD,O
4057,and,CC,O
4057,only,RB,O
4057,by,IN,O
4057,Adele,NNP,U-ARTIST
4058,Mary,NNP,B-ARTIST
4058,j,NNP,I-ARTIST
4058,blige,IN,L-ARTIST
4058, ,_SP,O
4058,No,DT,O
4058,more,JJR,O
4058,drama,NN,O
4059,Todd,NNP,B-ARTIST
4059,Rundgren,NNP,L-ARTIST
4059,Hope,NNP,O
4059,I,PRP,O
4059,'m,VBP,O
4059,Around,RB,O
4060, ,_SP,O
4060,Glasperlenspiel,NNP,U-ARTIST
4060,Ich,NNP,O
4060,bin,NNP,O
4060,ich,NNP,O
4060,Akustik,NNP,O
4060,Version,NNP,O
4060,Radio,NNP,O
4060,TEDDY,NNP,O
4061,Toto,NNP,U-ARTIST
4061,Pamela,NNP,O
4062,armandinho,NNP,U-ARTIST
4062, ,_SP,O
4062,outra,NNP,O
4062,noite,NNP,O
4062,que,NNP,O
4062,se,FW,O
4062,vai,VBD,O
4063, ,_SP,O
4063,Aloe,NNP,B-ARTIST
4063,Blacc,NNP,L-ARTIST
4063,I,PRP,O
4063,Need,VBP,O
4063,A,DT,O
4063,Dollar,NNP,O
4063,BB,NNP,O
4063,RADIO,NNP,O
4063, ,_SP,O
4063,In,IN,O
4063,auf,NNP,O
4063,1078,CD,O
4064,The,DT,O
4064,Rolling,NNP,B-ARTIST
4064,Stones,NNPS,L-ARTIST
4064,Jumping,NNP,O
4064,Jack,NNP,O
4064,Flash,NNP,O
4065,Chain,NN,O
4065,Music,NNP,O
4065,Wale,NNP,U-ARTIST
4066,Rihanna,NNP,U-ARTIST
4066, ,_SP,O
4066,Diamonds,NNS,O
4067, ,_SP,O
4067,RHEINGOLD,NNP,U-ARTIST
4067,Dreiklangsdimensionen,NNP,O
4067,Radio,NNP,O
4067,TEDDY,NNP,O
4067, ,_SP,O
4067,Besuche,NNP,O
4067,uns,VBZ,O
4067,auf,NNP,O
4068, ,_SP,O
4068,Lady,NNP,B-ARTIST
4068,Gaga,NNP,L-ARTIST
4068,Bad,NNP,O
4068,Romance,NNP,O
4068,BB,NNP,O
4068,RADIO,NNP,O
4068, ,_SP,O
4068,In,IN,O
4068,auf,NNP,O
4068,1021,CD,O
4069,B1A4,NNP,U-ARTIST
4069,Baby,NNP,O
4069,I,PRP,O
4069,'m,VBP,O
4069,Sorry,JJ,O
4070,james,NNP,B-ARTIST
4070,blunt,NNP,L-ARTIST
4070,i,PRP,O
4070,'ll,MD,O
4070,be,VB,O
4070,your,PRP$,O
4070,man,NN,O
4071,This,DT,O
4071,Song,NNP,O
4071,Saved,VBD,O
4071,My,PRP$,O
4071,Life,NNP,O
4071,Simple,NNP,B-ARTIST
4071,Plan,NNP,L-ARTIST
4072, ,_SP,O
4072,Steve,NNP,O
4072,McQueen,NNP,O
4072, ,_SP,O
4072,M83,NNP,U-ARTIST
4073, ,_SP,O
4073,Shakira,NNP,U-ARTIST
4073,give,VB,O
4073,it,PRP,O
4073,up,RP,O
4073,to,IN,O
4073,me,PRP,O
4074,The,DT,O
4074,mortician,NN,O
4074,'s,POS,O
4074,daughter,NN,O
4074, ,_SP,O
4074,Black,NNP,B-ARTIST
4074,Veil,NNP,I-ARTIST
4074,Brides,NNP,L-ARTIST
4075,Runaway,NNP,O
4075, ,_SP,O
4075,Zebrahead,NNP,U-ARTIST
4075,via,IN,O
4075,SmartPlayer,NNP,O
4076,D12,NNP,O
4076, ,_SP,O
4076,american,JJ,O
4076,psycho,NN,O
4077, ,_SP,O
4077,Alexandra,NNP,B-ARTIST
4077,Stan,NNP,L-ARTIST
4077,Mr,NNP,O
4077,Saxobeat,NNP,O
4077,BB,NNP,O
4077,RADIO,NNP,O
4077, ,_SP,O
4077,In,IN,O
4077,auf,NNP,O
4077,1021,CD,O
4078,`,``,O
4078,Fireworks,NNS,O
4078, ,_SP,O
4079,blackout,NN,O
4079, ,_SP,O
4079,breathe,NNP,B-ARTIST
4079,carolina,NNP,L-ARTIST
4080,The,DT,B-ARTIST
4080,Band,NNP,I-ARTIST
4080,Perry,NNP,L-ARTIST
4080, ,_SP,O
4080,All,PDT,O
4080,Your,PRP$,O
4080,Life,NN,O
4081, ,_SP,O
4081,Maher,NNP,B-ARTIST
4081,Zain,NNP,L-ARTIST
4081, ,_SP,O
4081,Freedom,NNP,O
4082, ,_SP,O
4082,'s,VBZ,O
4082,The,DT,O
4082,Light,NNP,O
4082,This,DT,O
4082,tune,NN,O
4082,will,MD,O
4082,always,RB,O
4082,be,VB,O
4082,refreshingly,RB,O
4083, ,_SP,O
4083,ALOE,NNP,B-ARTIST
4083,BLACC,NNP,L-ARTIST
4083,Loving,NNP,O
4083,you,PRP,O
4083,is,VBZ,O
4083,killing,VBG,O
4083,me,PRP,O
4083,Radio,NNP,O
4083,TEDDY,NNP,O
4083, ,_SP,O
4083,Visit,NNP,O
4084,Good,JJ,O
4084,Feeling,NN,O
4084, ,_SP,O
4084,Flo,NNP,B-ARTIST
4084,Rida,NNP,L-ARTIST
4084,O,NN,O
4085,Twin,NNP,B-ARTIST
4085,Atlantic,NNP,L-ARTIST
4085,Free,NNP,O
4086,like,IN,O
4086,a,DT,O
4086,stone,NN,O
4086, ,_SP,O
4086,audioslave,NN,U-ARTIST
4086,Pringlangu,NNP,O
4087,A,DT,B-ARTIST
4087,Day,NN,I-ARTIST
4087,To,TO,I-ARTIST
4087,Remember,VB,L-ARTIST
4087, ,_SP,O
4087,2nd,NN,O
4087,Sucks,NNS,O
4088,M83,NNP,U-ARTIST
4088, ,_SP,O
4088,Midnight,NNP,O
4088,City,NNP,O
4088,Alcala,NNP,O
4088,Remix,NNP,O
4089,And,CC,O
4089,you,PRP,O
4089,sayMy,NNP,O
4089,coat,NN,O
4089,my,PRP$,O
4089,hat,NN,O
4089,My,PRP$,O
4089,bones,NNS,O
4089,my,PRP$,O
4089,fatMy,JJ,O
4089,zipper,NN,O
4089,is,VBZ,O
4089,shut,VBN,O
4089,by,IN,O
4089,me,PRP,O
4089,Brainstorm,NNP,U-ARTIST
4089,Maybe,RB,O
4090,lady,NNP,B-ARTIST
4090,gaga,NNP,L-ARTIST
4090, ,_SP,O
4090,judas,NNS,O
4091,Yesterday,NN,O
4091, ,_SP,O
4091,The,DT,B-ARTIST
4091,Beatles,NNS,L-ARTIST
4092,Breaking,VBG,O
4092,The,DT,O
4092,Habit,NNP,O
4092, ,_SP,O
4092,Linkin,NNP,B-ARTIST
4092,Park,NNP,L-ARTIST
4092,Lets,NNP,O
4092,get,VBP,O
4092,Rockssss,NNP,O
4093,Lord,NNP,O
4093,give,VB,O
4093,me,PRP,O
4093,a,DT,O
4093,sign,NN,O
4093, ,_SP,O
4093,DMX,NNP,U-ARTIST
4094,Black,NNP,O
4094,Magic,NNP,O
4094,Woman,NNP,O
4094,Santana,NNP,U-ARTIST
4095,Michael,NNP,B-ARTIST
4095,Kiwanuka,NNP,L-ARTIST
4095,Tell,VB,O
4095,Me,PRP,O
4095,A,DT,O
4095,Tale,NNP,O
4095,Live,NNP,O
4096,Ultravox,NNP,U-ARTIST
4096,Private,NNP,O
4096,Lives,NNS,O
4097,Seye,NNP,U-ARTIST
4097,White,NNP,O
4097,Noise,NNP,O
4098,Phil,NNP,U-ARTIST
4098,Collins,NNP,O
4098,Two,CD,O
4098,Hearts,NNS,O
4099,lotus,NNP,O
4099,flower,NNP,O
4099,bomb,NNP,O
4099,wale,NNP,U-ARTIST
4100, ,_SP,O
4100,Reinhard,NNP,B-ARTIST
4100,Lakomy,NNP,L-ARTIST
4100,Mary,NNP,O
4100,Lu,NNP,O
4100,Radio,NNP,O
4100,TEDDY,NNP,O
4100, ,_SP,O
4100,Macht,NNP,O
4100,Spass,NNP,O
4100, ,_SP,O
4100,macht,NNP,O
4100,schlau,NNP,O
4101,Rise,VB,B-ARTIST
4101,Against,IN,L-ARTIST
4101, ,_SP,O
4101,Prayer,NNP,O
4101,Of,IN,O
4101,The,DT,O
4101,Refugee,NNP,O
4102,While,IN,B-ARTIST
4102,She,PRP,I-ARTIST
4102,Sleeps,VBZ,L-ARTIST
4102,Love,NNP,O
4102,At,IN,O
4102,War,NN,O
4103,George,NNP,B-ARTIST
4103,Michael,NNP,L-ARTIST
4103,A,NNP,O
4103,Different,NNP,O
4103,Corner,NN,O
4104,I,PRP,O
4104,Care,VBP,O
4104,Beyonce,NNP,U-ARTIST
4105,The,DT,B-ARTIST
4105,Script,NNP,L-ARTIST
4105, ,_SP,O
4105,Dead,NNP,O
4105,Man,NNP,O
4105,Walking,VBG,O
4106,Ed,NNP,B-ARTIST
4106,Sheeran,NNP,L-ARTIST
4106,Hush,NNP,O
4106,Little,NNP,O
4106,Baby,NNP,O
4106,Live,NNP,O
4106,Lounge,NNP,O
4107,Sklmld,NNP,O
4107, ,_SP,O
4107,Baldur,NNP,O
4107, ,_SP,O
4107,para,NNP,O
4107,acompaar,NN,O
4107,a,DT,O
4107,Ahti,NN,O
4108,2,CD,O
4108,chainz,NN,O
4108,ft,NNP,O
4108,Chris,NNP,B-ARTIST
4108,Brown,NNP,L-ARTIST
4108, ,_SP,O
4108,Countdown,NNP,O
4109,Fleetwood,NNP,B-ARTIST
4109,Mac,NNP,L-ARTIST
4109,Go,VB,O
4109,Your,PRP$,O
4109,Own,JJ,O
4109,Way,NN,O
4110,Skrillex,NNP,U-ARTIST
4110, ,_SP,O
4110,Make,VBP,O
4110,it,PRP,O
4110,bun,VB,O
4110,dem,NNP,O
4110,Coone,NNP,O
4110,Remix,NNP,O
4111, ,_SP,O
4111,A,DT,O
4111,Ha,NN,O
4111,Take,VB,O
4111,On,IN,O
4111,Me,PRP,O
4112,Rise,VB,B-ARTIST
4112,Against,IN,L-ARTIST
4112, ,_SP,O
4112,From,IN,O
4112,Heads,NNP,O
4112,Unworthy,NNP,O
4113,El,NNP,O
4113,fin,NN,O
4113,del,NNP,O
4113,camino,NNP,O
4113, ,_SP,O
4113,Mgo,NNP,O
4113,de,FW,O
4113,oz,IN,O
4113, ,_SP,O
4113,Versin,NNP,O
4113,en,RB,O
4113,vivo,NN,O
4113,del,NNP,O
4113,A,NNP,O
4113,costa,NNP,O
4113,da,NNP,O
4113,rock,NN,O
4114, ,_SP,O
4114,Train,NN,U-ARTIST
4114, ,_SP,O
4114,to,TO,O
4114,be,VB,O
4114,loved,VBN,O
4114,mau,NNP,O
4114,dicintai,NNP,O
4114,atau,NNP,O
4114,mencintai,NN,O
4115, ,_SP,O
4115,Kelis,NNP,U-ARTIST
4115,Trick,VB,O
4115,Me,PRP,O
4116, ,_SP,O
4116,Ice,NNP,B-ARTIST
4116,Cube,NNP,L-ARTIST
4116, ,_SP,O
4116,It,PRP,O
4116,Was,VBD,O
4116,a,DT,O
4116,Good,NNP,O
4116,Day,NN,O
4117,Forever,RB,O
4117, ,_SP,O
4117,Chris,NNP,B-ARTIST
4117,Brown,NNP,L-ARTIST
4118,karmin,NNP,U-ARTIST
4118,hello,UH,O
4119,VAMPS,NNP,U-ARTIST
4119, ,_SP,O
4119,Devil,NNP,O
4119,Side,NNP,O
4120,Strike,VB,U-ARTIST
4120, ,_SP,O
4120,Fluxo,NNP,O
4120,Perfeito,NNP,O
4121,Drank,NNP,O
4121,In,IN,O
4121,My,PRP$,O
4121,Cup,NNP,O
4121, ,_SP,O
4121,Kirko,NNP,B-ARTIST
4121,Bangz,NNP,L-ARTIST
4122, ,_SP,O
4122,Inna,NNP,U-ARTIST
4122,Sun,NNP,O
4122,Is,VBZ,O
4122,Up,RP,O
4122,Radio,NNP,O
4122,TEDDY,NNP,O
4122, ,_SP,O
4122,In,IN,O
4122,auf,NNP,O
4122,902,CD,O
4123, ,_SP,O
4123,Nelly,NNP,B-ARTIST
4123,Furtado,NNP,L-ARTIST
4123,Say,VB,O
4123,It,PRP,O
4123,Right,UH,O
4124,we,PRP,B-ARTIST
4124,the,DT,I-ARTIST
4124,kings,NNS,L-ARTIST
4124, ,_SP,O
4124,skyway,NN,O
4124,avenue,NN,O
4125, ,_SP,O
4125,Cassandra,NNP,O
4125,Steen,NNP,O
4125,feat,NN,O
4125,Adel,NNP,B-ARTIST
4125,Tawil,NNP,L-ARTIST
4125,Stadt,NNP,O
4125,Radio,NNP,O
4125,TEDDY,NNP,O
4125, ,_SP,O
4125,In,IN,O
4125,auf,NNP,O
4125,878,CD,O
4126,Return,VB,O
4126,Of,IN,O
4126,The,DT,O
4126,Phantom,NNP,O
4126,Stranger,NNP,O
4126,Rob,NNP,B-ARTIST
4126,Zombie,NNP,L-ARTIST
4127,School,NN,O
4127,by,IN,O
4127,Supertramp,NNP,U-ARTIST
4128, ,_SP,O
4128,Taio,NNP,B-ARTIST
4128,Cruz,NNP,L-ARTIST
4128,There,RB,O
4128,She,PRP,O
4128,Goes,VBZ,O
4129, ,_SP,O
4129,Unheilig,NNP,U-ARTIST
4129,So,RB,O
4129,wie,NNP,O
4129,du,NNP,O
4129,warst,NNP,O
4129,Radio,NNP,O
4129,TEDDY,NNP,O
4129, ,_SP,O
4129,In,IN,O
4129,auf,NNP,O
4129,917,CD,O
4130,Gerardo,NNP,B-ARTIST
4130,Ortiz,NNP,L-ARTIST
4130, ,_SP,O
4130,Amor,NNP,O
4130,Confuso,NNP,O
4131,Enya,NNP,U-ARTIST
4131,China,NNP,O
4131,Roses,NNS,O
4132,Last,JJ,O
4132,Chance,NNP,O
4132,To,TO,O
4132,Lose,VB,O
4132,Your,PRP$,O
4132,Keys,NNP,O
4132, ,_SP,O
4132,Brand,NNP,B-ARTIST
4132,New,NNP,L-ARTIST
4133, ,_SP,O
4133,SNOW,NNP,B-ARTIST
4133,PATROL,NNP,L-ARTIST
4133,Called,VBD,O
4133,out,RP,O
4133,in,IN,O
4133,the,DT,O
4133,dark,JJ,O
4133,Radio,NNP,O
4133,TEDDY,NNP,O
4133, ,_SP,O
4133,In,IN,O
4133,auf,NNP,O
4133,902,CD,O
4134, ,_SP,O
4134,No,DT,B-ARTIST
4134,Doubt,NNP,L-ARTIST
4134,Do,VBP,O
4134,n't,RB,O
4134,Speak,VB,O
4134,Edit,NNP,O
4134,2,CD,O
4134,plays,VBZ,O
4134,the,DT,O
4135, ,_SP,O
4135,Madonna,NNP,U-ARTIST
4135, ,_SP,O
4135,Lucky,NNP,O
4135,Star,NNP,O
4136,Dappy,NNP,U-ARTIST
4136, ,_SP,O
4136,No,DT,O
4136,regrets,NNS,O
4136,LSS,NNP,O
4137,Little,JJ,B-ARTIST
4137,Boots,NNP,L-ARTIST
4137,Tune,NNP,O
4137,Into,IN,O
4137,My,PRP$,O
4137,Heart,NNP,O
4137, ,_SP,O
4137,Camden,NNP,O
4137,Crawl,NNP,O
4137,2009,CD,O
4138, ,_SP,O
4138,Juli,NNP,U-ARTIST
4138,Geile,NNP,O
4138,Zeit,NNP,O
4138,Radio,NNP,O
4138,TEDDY,NNP,O
4138, ,_SP,O
4138,In,IN,O
4138,auf,NNP,O
4138,1029,CD,O
4139, ,_SP,O
4139,Adele,NNP,U-ARTIST
4139,Someone,NN,O
4139,Like,IN,O
4139,You,PRP,O
4140,Alessi,NNP,B-ARTIST
4140,'s,POS,I-ARTIST
4140,Ark,NNP,L-ARTIST
4140,The,DT,O
4140,Horse,NN,O
4141,Queen,NN,U-ARTIST
4141, ,_SP,O
4141,',``,O
4141,We,PRP,O
4141,Will,MD,O
4141,Rock,NNP,O
4141,You,PRP,O
4141,',VBP,O
4142,Wild,NNP,B-ARTIST
4142,Beasts,NNS,L-ARTIST
4142, ,_SP,O
4142,Bed,NNP,O
4142,Of,IN,O
4142,Nails,NNS,O
4143,Teresa,NNP,B-ARTIST
4143,Cristina,NNP,L-ARTIST
4143, ,_SP,O
4143,Quantas,NNP,O
4143,Lgrimas,NNP,O
4144, ,_SP,O
4144,Paramore,NNP,U-ARTIST
4144, ,_SP,O
4144,the,DT,O
4144,only,JJ,O
4144,exception,NN,O
4145,Twin,NNP,B-ARTIST
4145,Atlantic,NNP,L-ARTIST
4145,Make,NNP,O
4145,A,DT,O
4145,Beast,NNP,O
4145,Of,IN,O
4145,Myself,PRP,O
4146, ,_SP,O
4146,Kings,NNS,B-ARTIST
4146,Of,IN,I-ARTIST
4146,Leon,NNP,L-ARTIST
4146,Sex,NNP,O
4146,On,IN,O
4146,Fire,NNP,O
4146,BB,NNP,O
4146,RADIO,NNP,O
4146, ,_SP,O
4146,In,IN,O
4146,auf,NNP,O
4146,954,CD,O
4147, ,_SP,O
4147,FEM,NNP,O
4147,feat,NN,O
4147,Justin,NNP,B-ARTIST
4147,Bieber,NNP,L-ARTIST
4147, ,_SP,O
4147,live,VBP,O
4147,my,PRP$,O
4147,life,NN,O
4148,Water,NN,O
4148,runs,VBZ,O
4148,dry,JJ,O
4149,Cie,NNP,O
4149,yg,NNP,O
4149,mau,NNP,O
4149,nyanyi,NNP,O
4149,I,PRP,O
4149,'ll,MD,O
4149,be,VB,O
4149,back,RB,O
4149,RT,NNP,O
4149,2PM,CD,U-ARTIST
4149, ,_SP,O
4149,I,PRP,O
4149,'ll,MD,O
4149,be,VB,O
4149,back,RB,O
4150,remembering,VBG,O
4150,sunday,NNP,O
4150, ,_SP,O
4150,all,DT,B-ARTIST
4150,time,NN,I-ARTIST
4150,low,JJ,L-ARTIST
4151, ,_SP,O
4151,Avicii,NNP,O
4151, ,_SP,O
4151,Fade,NNP,O
4151,Into,IN,O
4151,Darkness,NNP,O
4152,Do,VBP,O
4152,n't,RB,O
4152,Tell,VB,O
4152,me,PRP,O
4152, ,_SP,O
4152,Avril,NNP,B-ARTIST
4152,Lavigne,NNP,L-ARTIST
4153,set,VBD,O
4153,fire,NN,O
4153,to,IN,O
4153,the,DT,O
4153,rain,NN,O
4153,adele,NNS,U-ARTIST
4154, ,_SP,O
4154,Modjo,NNP,U-ARTIST
4154,Lady,NNP,O
4154,Hear,NNP,O
4154,Me,PRP,O
4154,Tonight,NN,O
4154,BB,NNP,O
4154,RADIO,NNP,O
4154, ,_SP,O
4154,In,IN,O
4154,auf,NNP,O
4154,1075,CD,O
4155,Where,WRB,O
4155,Have,VBP,O
4155,You,PRP,O
4155,Been,VBN,O
4155,twerks,NNS,O
4155,drops,VBZ,O
4155,it,PRP,O
4155,too,RB,O
4155,low,JJ,O
4155,ca,MD,O
4155,nt,RB,O
4155,get,VB,O
4155,up,RP,O
4156,Husky,NNP,B-ARTIST
4156,Rescue,NNP,L-ARTIST
4156, ,_SP,O
4156,New,NNP,O
4156,Light,NNP,O
4156,Of,IN,O
4156,Tomorrow,NN,O
4156,on,IN,O
4157, ,_SP,O
4157,Rosenstolz,NNP,U-ARTIST
4157,Liebe,NNP,O
4157,ist,VBP,O
4157,alles,VBZ,O
4157,Radio,NNP,O
4157,TEDDY,NNP,O
4157, ,_SP,O
4157,In,IN,O
4157,auf,NNP,O
4157,878,CD,O
4158,The,DT,B-ARTIST
4158,Funkees,NNPS,L-ARTIST
4158,Abraka,NN,O
4159, ,_SP,O
